2.7,3.65,-1
3.95,3.35,1
4,2.9,1
2.95,0.05,1
0.6,0.15,-1
1.9,1.65,1
2.3,2.8,-1
2,1.15,1
2.8,0.6,1
1.45,0.85,1
1.3,1.9,-1
0.5,0.45,-1
1.1,1.75,-1
2.75,2.05,1
3.45,2.6,1
1.3,0.5,1
1.55,2.35,-1
0.35,1.85,-1
2.8,0.65,1
3.95,0.65,1
1.1,2.7,-1
3.55,2.2,1
1.45,3.2,-1
0.65,4,-1
3.15,0.95,1
0,3.8,-1
3.3,1.85,1
1.05,3.65,-1
0,2.25,-1
3.4,1,1
1.7,0.15,1
2,2.4,-1
0,3.7,-1
3.85,2.35,1
0.2,2.95,-1
2.7,2.2,1
3.9,2.25,1
2.1,3.55,-1
2.3,2.45,1
1.65,1.6,-1
2.9,0.85,1
2.55,1.8,1
3.3,0.7,1
1.9,1.35,1
0.2,0.25,-1
0.05,1.85,-1
1.35,3.6,-1
1.85,0.2,1
4,1.55,1
3.25,1.8,1
1.4,1.65,-1
3.45,3.85,1
3.55,4,1
2.35,2.25,1
0.25,1.8,-1
4,3.65,1
2.2,0.3,1
2.3,3.35,-1
0.1,1.65,-1
2.55,1,1
2.75,3.9,-1
1.65,2.15,-1
1.3,3.4,-1
1.1,0.25,1
3.35,0.85,1
4,2.55,1
2,3.4,-1
3.3,3.55,1
3.05,0.45,1
1.6,3.85,-1
0.5,3.7,-1
0.15,2.5,-1
2.2,1.8,1
2.45,3.55,-1
0.1,3.35,-1
1.5,2.55,-1
3.9,0.35,1
0.65,1.85,-1
0.8,0.45,-1
1.35,1.95,-1
3,2.85,1
2.65,1.75,1
1.95,2.25,-1
3.85,4,1
3,1.75,1
0.1,1.1,-1
2.55,2.1,1
0.65,2.75,-1
3.1,0.55,1
1.45,3.35,-1
0.6,0.05,-1
2.8,0.45,1
3.5,1.5,1
2.25,2.5,-1
3.7,2.5,1
0.25,1.75,-1
0.85,1.55,-1
4,2.35,1
1.85,3.9,-1
2.8,3.5,-1
0.8,0.75,-1
0.45,4,-1
1.55,2.45,-1
2.65,3.7,-1
3.65,2.5,1
1.8,0.55,1
3.45,2.55,1
1.6,0.25,1
0.85,2,-1
0.8,1.4,-1
2.75,3.6,-1
2.45,3.6,-1
2.65,3,1
1.25,0.35,1
1.7,3.8,-1
3.55,2.1,1
0.75,2.2,-1
3.35,1.1,1
1.1,0.65,-1
3.4,0.75,1
0.9,2.15,-1
3.9,0,1
2.15,2.25,1
1.35,0.95,-1
3.2,1.8,1
1.05,2.9,-1
2.35,4,-1
1.95,2.1,-1
3.75,3.7,1
0.3,3.65,-1
0.65,0.9,-1
2.9,3.35,1
3.2,3.3,1
2.85,3,1
1.7,2.05,-1
1.35,3.85,-1
1.75,0.25,1
1.65,2.25,-1
2.7,2.25,1
1.9,0.95,1
2.15,1.05,1
2.9,2.6,1
1.85,0.85,1
1,2.6,-1
2,1.1,1
1.85,1.9,-1
2.35,0.4,1
2.2,1.95,1
2.7,0.6,1
2.35,3.05,-1
2.4,1.4,1
3.7,0.75,1
2.3,2.15,1
3.85,1.55,1
1.9,0.15,1
0.3,2.4,-1
2.75,0.05,1
0.1,1.7,-1
0.75,2.7,-1
3.35,0.2,1
3.25,1.85,1
0.15,1.35,-1
2.5,3.2,-1
1.3,1.8,-1
0.85,4,-1
2.3,0.6,1
3.1,0.3,1
2.05,2.7,-1
2.2,2.5,-1
0.35,1.5,-1
0.75,1.65,-1
0.2,2.2,-1
3.9,2.45,1
2.5,2.1,1
3.05,2.35,1
1.8,2,-1
1.25,1.55,-1
3.45,3,1
3.25,3.65,1
2,0.7,1
0.85,3.35,-1
3.7,3.85,1
0.05,3.55,-1
2.7,2.4,1
3.65,1.65,1
2.5,0.3,1
2.45,0.25,1
2.15,0.85,1
0.55,4,-1
3.05,1.85,1
2.9,1.2,1
1.3,1.4,-1
0.85,3.3,-1
3.65,2.75,1
3.3,3.15,1
3.55,0.45,1
0.35,3.75,-1
2.8,3.25,1
1.4,3.2,-1
2.65,2.45,1
1.8,0.3,1
2.6,0.3,1
0.85,3.05,-1
0.55,2,-1
0.6,0.85,-1
3.95,3.65,1
1.85,0.65,1
3.3,2.65,1
2.95,0.15,1
0.2,1.65,-1
3.7,2.55,1
1.25,2.4,-1
1.5,0.65,1
1.75,2.9,-1
3.95,0.55,1
3.7,0.05,1
2.95,2,1
3.7,1.55,1
3.7,2.35,1
3.9,0.65,1
2.45,2,1
2.65,0.8,1
2.9,0.65,1
1.5,1.3,-1
3.1,1.35,1
1.8,2.6,-1
1.95,2.55,-1
2.15,2,1
0.4,1.05,-1
1.85,3,-1
3.3,2.55,1
3.95,3.15,1
1.9,0.7,1
0.4,3.25,-1
0,2.05,-1
2.65,1,1
2.9,3.4,1
0.4,1.45,-1
3.4,3.35,1
1.9,3.3,-1
3.35,1.35,1
3.05,3.65,1
1.05,0.1,1
1.45,1.35,-1
1.5,3.2,-1
2.6,3.6,-1
1.2,0.6,-1
2.45,1.3,1
3.4,1.75,1
1.65,1.9,-1
1.6,2.15,-1
0.95,0.5,-1
3.25,1.3,1
0.05,1.25,-1
3.75,0.4,1
0.55,3.85,-1
2.6,2.45,1
2.9,2.2,1
1.65,1.05,1
3.55,0.65,1
2.5,3.7,-1
2.6,0.55,1
3.7,2.75,1
3.85,0.1,1
1.2,2.25,-1
0.5,0.95,-1
3.05,2.85,1
3.95,2.3,1
3.9,1.75,1
3.5,0.45,1
1.65,1,1
0.1,1.6,-1
0.85,3.15,-1
2.8,0.15,1
3.35,4,1
1.8,1.3,1
1.5,0.1,1
2.4,3.5,-1
1.65,2.45,-1
2.05,3,-1
0.65,0.25,-1
3,2.65,1
0.9,1.15,-1
2.25,3.7,-1
1.9,2.65,-1
0.55,2.95,-1
0.35,1.9,-1
0.9,1.2,-1
0.5,1.45,-1
1.15,3.15,-1
2.35,3.4,-1
2.7,3.25,1
3.9,3.15,1
0.75,1.25,-1
2.85,3.3,1
0.5,1.75,-1
3.3,1.45,1
3.7,0.65,1
0.45,3.6,-1
1.7,0.45,1
1.55,2.8,-1
3.4,2.85,1
2.9,2.45,1
1.25,3.9,-1
2.6,1.35,1
3.45,0.8,1
1.1,3.3,-1
2.15,0.15,1
1.7,0.7,1
2.7,3.55,-1
2.65,2.7,1
1.4,0.95,-1
0.15,1.8,-1
3.9,3.2,1
0.2,1.1,-1
1,3.4,-1
3.6,0.55,1
3.5,0.9,1
2.95,3.1,1
1.85,2.15,-1
1.1,3.95,-1
2.35,1.85,1
3.8,1.3,1
0.75,3.1,-1
0.85,2.9,-1
1.55,2.1,-1
3.95,0.05,1
2.7,3.5,-1
1.15,0.9,-1
1,1.35,-1
2.05,1.7,1
3.95,2.9,1
2.45,0.4,1
3.5,2.15,1
0.95,2.65,-1
1.6,3.05,-1
3.4,2.75,1
2.35,1.15,1
0.55,3.6,-1
3.6,1.15,1
2.35,0.2,1
0.25,3.55,-1
3.6,2.9,1
4,0.3,1
1.6,3.7,-1
0,3.15,-1
3.05,0.35,1
3.85,2.95,1
2.4,3.15,-1
0.35,2.5,-1
2.85,1.3,1
3.65,1.4,1
1.5,3.8,-1
0.65,2.15,-1
1.65,2.7,-1
2.25,0.4,1
1.1,1.8,-1
0.45,0.55,-1
3.5,1.85,1
0.9,2.95,-1
2.4,1.15,1
1.65,3,-1
3.95,1.35,1
2.3,0.15,1
1.6,1.15,1
0.95,3.85,-1
3.3,0.35,1
2.65,1.8,1
3.25,0.6,1
1.95,0.85,1
1.8,3.05,-1
1.4,0.7,1
0.65,1.1,-1
1.55,3.85,-1
2.5,3.75,-1
4,3.05,1
0.05,3.1,-1
3.35,3.3,1
3.8,1.85,1
1.5,2.9,-1
1.9,3.25,-1
0.5,3.2,-1
2.2,2.85,-1
1.7,3.55,-1
1.15,3.4,-1
1.05,1.3,-1
0.75,0.85,-1
1.95,0.2,1
3.95,3.2,1
0.55,2.2,-1
0.95,1.15,-1
1.85,3.35,-1
0.3,1.55,-1
2.3,0.25,1
1.7,1.25,1
2.4,1.3,1
2.15,1.4,1
3.85,3.45,1
3.15,0.35,1
3.8,3.3,1
4,2.8,1
3,3.6,1
0.9,2.7,-1
3.4,2.15,1
0.95,0.2,-1
3.8,2.3,1
0.6,3.85,-1
3.3,3.3,1
3.55,2.4,1
1.5,0.25,1
0.9,3.15,-1
2.1,3,-1
2.45,1.7,1
1.65,0.7,1
2.35,1.45,1
3.5,3.8,1
2.7,2.9,1
1.8,1.9,-1
1.45,1.05,-1
3.25,0.85,1
1.95,2.3,-1
1.7,2.35,-1
4,1.95,1
2.85,3.65,-1
0.2,0.6,-1
3.4,2.1,1
1.2,2.7,-1
3.75,3.85,1
1.85,3.7,-1
3.15,0.65,1
1.95,2.5,-1
3.3,0.2,1
1.7,0.8,1
1.3,3.7,-1
3,3.7,1
1.05,2.3,-1
2.75,0.25,1
3.55,3.75,1
3.75,2.1,1
2.1,2.35,-1
2.4,3,-1
1.25,1.4,-1
1.3,3.95,-1
1.85,0.75,1
1.2,2.75,-1
1.35,2.75,-1
1.7,1.45,-1
1.7,3.7,-1
1.2,0.7,-1
2.3,0.95,1
0.9,0.15,-1
1.75,1.65,-1
3.5,0.4,1
1.85,0.6,1
0.65,1.95,-1
1,3.9,-1
2,2.2,-1
0.35,1.55,-1
1.85,0.95,1
3.15,0.05,1
0.5,0.2,-1
1.75,2.5,-1
2.9,1.3,1
0.25,2.6,-1
1.35,2.7,-1
1.5,2.05,-1
2.85,2.95,1
1.55,1.65,-1
1.25,1,-1
3.1,2.45,1
1.95,1.95,-1
1,3.15,-1
3.2,0.45,1
2.5,3.8,-1
3,2.4,1
0,1,-1
3.5,2.7,1
0.6,1.25,-1
1.35,2.1,-1
3.4,1.8,1
1.2,3.65,-1
0.5,3.95,-1
1,3.75,-1
0.2,2.75,-1
3.85,0.3,1
0.4,0.4,-1
0.9,0.65,-1
2.35,1.25,1
1.35,1.9,-1
1.05,0.9,-1
1.1,2.3,-1
2.2,0.05,1
3.1,0.65,1
0.1,2.85,-1
3.4,3.1,1
3.65,0.4,1
0.05,4,-1
3.75,1.5,1
2.25,2.4,1
0.95,0.55,-1
2.55,2.7,1
0,0.8,-1
3.7,2,1
1.4,3.45,-1
0.7,1.65,-1
3.95,1.8,1
0.2,2.4,-1
0.05,1.1,-1
3.1,0.25,1
3,2.15,1
3.3,0.4,1
1.5,4,-1
1.5,3.1,-1
0.65,0.2,-1
2.3,0.7,1
2.95,3,1
0.8,3.65,-1
0.05,1.15,-1
1.55,0.95,1
0.7,2.15,-1
1.1,0.1,1
3.15,2.05,1
0.15,0.95,-1
3.25,1.1,1
3.55,1.15,1
3.25,3.85,1
2.1,0.65,1
0.35,1.25,-1
1.4,0.45,1
1.65,0.65,1
1.2,2.05,-1
3.2,0.05,1
3.55,1.1,1
3.6,0.65,1
0.45,3,-1
2.85,1.7,1
1.95,1.9,1
1.15,1.85,-1
1.75,0.05,1
1.05,3.3,-1
3.6,2.35,1
2.6,3.85,-1
3.45,1.55,1
1.7,0.9,1
3.1,1.1,1
1.7,3.95,-1
1.7,1.3,1
3.25,0.55,1
0.1,0,-1
0.4,3.95,-1
3.3,3.2,1
3.85,2.8,1
2.95,2.85,1
2.35,0.9,1
2.8,1.1,1
3,2.25,1
1.7,0.3,1
1.5,2.15,-1
1.2,1.75,-1
0.55,2.85,-1
0.9,3.25,-1
3.45,0.25,1
3.5,3.35,1
2.55,2.45,1
1.45,3.85,-1
2.8,3.15,1
2,3.05,-1
0.3,0.55,-1
3.2,0.65,1
3.25,1.9,1
1.8,3.25,-1
2.85,2.7,1
3.1,2.65,1
3.55,3.05,1
0.2,2.1,-1
0.75,0.8,-1
0,3.6,-1
3,1.15,1
2.35,2.3,1
3.2,0.35,1
0.1,1.8,-1
1.6,1.9,-1
3.85,0.4,1
3.05,3.75,1
0,3.4,-1
1.75,2,-1
0.25,0.6,-1
4,0.8,1
3.25,2.8,1
1.7,3.25,-1
1.55,3.15,-1
3,3.25,1
2.9,3.15,1
0.7,2.8,-1
2.5,1.75,1
0.45,2.45,-1
3,0.35,1
1.8,1.15,1
1,0.2,-1
4,2.15,1
0.3,1,-1
1.4,1.6,-1
0.3,3.5,-1
0.05,1.3,-1
3.1,3.7,1
1,3.45,-1
4,2.05,1
0.15,3.55,-1
2.75,2.6,1
0.35,2.15,-1
0.9,2.4,-1
1.75,3.3,-1
2.45,3.05,-1
3.15,2.75,1
1.6,0.3,1
1.8,1.95,-1
3.3,3.1,1
0.1,2.1,-1
1.65,0.35,1
3.3,0.05,1
3.6,1.2,1
3,1.2,1
0.25,3.15,-1
3.85,1.65,1
0.35,1.65,-1
3.5,1.9,1
2.2,2.3,1
3.4,3.25,1
2.25,3.15,-1
3.7,0.95,1
2.35,1.8,1
2.8,0.9,1
0.85,0.75,-1
3.2,3.8,1
3.6,3.2,1
0.1,2.65,-1
0.65,2.2,-1
3,1.65,1
2.8,3.95,-1
2.5,0.4,1
0.3,3.7,-1
0.2,1.3,-1
2.9,3.1,1
0.15,3.8,-1
0.75,2.5,-1
2.3,1,1
3.75,0.45,1
3.1,0.8,1
2.7,0.15,1
1.55,3.75,-1
0.9,0.4,-1
3.4,0.9,1
1.65,3.65,-1
3.65,0.75,1
3.4,3.7,1
1.2,3.8,-1
0.25,2.35,-1
2.5,3.25,-1
3.3,1.8,1
0.05,1.5,-1
2.25,4,-1
0.05,2.3,-1
2.25,3.5,-1
0.7,2.85,-1
3.55,0.2,1
3.6,1.25,1
0.85,3.5,-1
2.35,2.05,1
3.95,2,1
2.5,0.5,1
3.25,3.2,1
2.2,1.05,1
3.65,3.25,1
0.15,2,-1
1,2.8,-1
2.5,0.8,1
3.1,0.35,1
0.85,0.15,-1
2.05,1.95,1
0.85,1.9,-1
2.6,1.05,1
0.2,2.5,-1
3.7,0.8,1
1.55,2.5,-1
2.7,1.65,1
1.5,2.45,-1
2.75,2.55,1
3.8,1,1
1.3,0.35,1
3.8,2.8,1
1.1,1.65,-1
0.1,1.05,-1
2.75,1.55,1
1.4,2.45,-1
1.75,2.1,-1
2.2,2.05,1
1.25,2.45,-1
0.75,1.3,-1
0.8,2.9,-1
0.8,2.95,-1
0.35,2.4,-1
1.25,1.05,-1
1.05,1.4,-1
3.85,2.1,1
2.4,0.2,1
3.7,0.15,1
1.15,0.85,-1
2.1,0.5,1
1.45,0.4,1
3,1.5,1
3.05,1.35,1
0.35,2.3,-1
2.7,3.05,1
1,2.95,-1
1.7,0.1,1
2,2.85,-1
3.95,3.6,1
2.25,1.25,1
2.25,3.2,-1
1.35,1.3,-1
1.4,0.4,1
3.05,2.65,1
3.35,0.35,1
3.6,0,1
2.25,2.85,-1
3.95,0.8,1
2.7,2.7,1
1.25,3.6,-1
2.3,1.35,1
2.2,2.15,1
1.3,0.7,-1
